,Text,Lemma,POS,Tag,Dep,Shape,Is_Alpha,Is_Stop
486,été,être,AUX,AUX,cop,xxx,True,False
487,un,un,DET,DET,det,xx,True,True
488,inestimable,inestimable,NOUN,NOUN,amod,xxxx,True,False
489,appui,appui,ADV,ADV,amod,xxxx,True,False
490,lors,lors,ADV,ADV,advmod,xxxx,True,True
491,de,de,ADP,ADP,case,xx,True,True
492,la,le,DET,DET,det,xx,True,True
493,rédaction,rédaction,NOUN,NOUN,obl:arg,xxxx,True,False
494,rédaction,rédaction,NOUN,NOUN,amod,xxxx,True,False
495,souvent,souvent,ADV,ADV,advmod,xxxx,True,True
496,douloureuse,douloureux,ADJ,ADJ,amod,xxxx,True,False
497,de,de,ADP,ADP,case,xx,True,True
498,cet,ce,DET,DET,det,xxx,True,True
499,article,article,NOUN,NOUN,nmod,xxxx,True,False
500,.,.,PUNCT,PUNCT,punct,.,False,False
501,J’,J’,PROPN,PROPN,dep,X’,False,True
502,ai,avoir,AUX,AUX,aux:tense,xx,True,True
503,eu,avoir,VERB,VERB,ROOT,xx,True,True
504,accès,accès,NOUN,NOUN,obj,xxxx,True,False
505,aux,à,ADP,ADP,case,xxx,True,True
506,textes,texte,NOUN,NOUN,obl:arg,xxxx,True,False
507,sur,sur,ADP,ADP,case,xxx,True,True
508,disquettes,disquette,NOUN,NOUN,nmod,xxxx,True,False
509,de,de,ADP,ADP,case,xx,True,True
510,B.,B.,PROPN,PROPN,nmod,X.,False,False
511,Jagersma,Jagersma,PROPN,PROPN,obj,Xxxxx,True,False
512,Jagersma,Jagersma,PROPN,PROPN,flat:name,Xxxxx,True,False
513,(,(,PUNCT,PUNCT,punct,(,False,False
514,époque,époque,NOUN,NOUN,parataxis,xxxx,True,False
515,présargonique,présargoniqu,ADJ,ADJ,amod,xxxx,True,False
516,),),PUNCT,PUNCT,punct,),False,False
517,et,et,CCONJ,CCONJ,cc,xx,True,True
518,de,de,ADP,ADP,case,xx,True,True
519,R.,r.,NOUN,NOUN,conj,X.,False,False
520,de,de,ADP,ADP,case,xx,True,True
521,Maaijer,Maaijer,PROPN,PROPN,nmod,Xxxxx,True,False
522,(,(,PUNCT,PUNCT,punct,(,False,False
523,époques,époque,NOUN,NOUN,advmod,xxxx,True,False
524,d’,d’,PROPN,PROPN,dep,x’,False,True
525,Ur,Ur,PROPN,PROPN,nummod,Xx,True,False
526,III,iii,ADJ,ADJ,ROOT,XXX,True,False
527,et,et,CCONJ,CCONJ,cc,xx,True,True
528,d’,d’,PROPN,PROPN,advmod,x’,False,True
529,Isin,Isin,PROPN,PROPN,conj,Xxxx,True,False
530,),),PUNCT,PUNCT,punct,),False,False
531,.,.,PUNCT,PUNCT,punct,.,False,False
532,Que,que,SCONJ,SCONJ,mark,Xxx,True,True
533,leurs,leur,DET,DET,det,xxxx,True,True
534,auteurs,auteur,NOUN,NOUN,nsubj,xxxx,True,False
535,trouvent,trouver,ADV,ADV,ROOT,xxxx,True,False
536,ici,ici,ADV,ADV,advmod,xxx,True,False
537,l’,l’,ADJ,ADJ,amod,x’,False,True
538,expression,expression,NOUN,NOUN,obj,xxxx,True,False
539,de,de,ADP,ADP,case,xx,True,True
540,ma,mon,DET,DET,det,xx,True,True
541,reconnaissance,reconnaissance,NOUN,NOUN,nmod,xxxx,True,False
542,.,.,PUNCT,PUNCT,punct,.,False,False
543,Ma,mon,DET,DET,det,Xx,True,True
544,gratitude,gratitude,NOUN,NOUN,nsubj,xxxx,True,False
545,va,aller,VERB,VERB,ROOT,xx,True,True
546,également,également,ADV,ADV,advmod,xxxx,True,True
547,également,également,ADV,ADV,advmod,xxxx,True,True
548,à,à,ADP,ADP,case,x,True,True
549,ceux,celui,PRON,PRON,obl:arg,xxxx,True,True
550,qui,qui,PRON,PRON,nsubj,xxx,True,True
551,mirent,mettre,VERB,VERB,acl:relcl,xxxx,True,False
552,à,à,ADP,ADP,case,x,True,True
553,ma,mon,DET,DET,det,xx,True,True
554,disposition,disposition,NOUN,NOUN,obl:arg,xxxx,True,False
555,une,un,DET,DET,det,xxx,True,True
556,copie,copie,NOUN,NOUN,acl,xxxx,True,False
557,de,de,ADP,ADP,case,xx,True,True
558,leur,son,DET,DET,det,xxxx,True,True
559,partition,partition,NOUN,NOUN,nmod,xxxx,True,False
560,d’,d’,ADV,ADV,dep,x’,False,True
561,une,un,DET,DET,dep,xxx,True,True
562,ou,ou,CCONJ,CCONJ,cc,xx,True,True
563,de,de,ADP,ADP,case,xx,True,True
564,plusieurs,plusieurs,DET,DET,det,xxxx,True,True
565,plusieurs,plusieurs,DET,DET,amod,xxxx,True,True
566,compositions,composition,NOUN,NOUN,conj,xxxx,True,False
567,littéraires,littéraire,NOUN,NOUN,nmod,xxxx,True,False
568,pB,pB,PROPN,PROPN,nmod,xX,True,False
569,:,:,PUNCT,PUNCT,punct,:,False,False
570,B.,B.,X,X,dep,X.,False,False
571,Alster,alster,VERB,VERB,xcomp,Xxxxx,True,False
572,(,(,PUNCT,PUNCT,punct,(,False,False
573,Instr,Instr,PROPN,PROPN,obl:mod,Xxxxx,True,False
574,.,.,PUNCT,PUNCT,punct,.,False,False
575,Sˇur,Sˇur,PROPN,PROPN,ROOT,Xxxx,True,False
576,.,.,PUNCT,PUNCT,punct,.,False,False
577,),),PUNCT,PUNCT,ROOT,),False,False
578,",",",",PUNCT,PUNCT,punct,",",False,False
579,M.,m.,NOUN,NOUN,ROOT,X.,False,False
580,Civil,Civil,PROPN,PROPN,flat:name,Xxxxx,True,False
581,(,(,PUNCT,PUNCT,punct,(,False,False
582,U,u,NOUN,NOUN,nmod,X,True,False
583,-,-,PROPN,PROPN,nmod,-,False,False
584,ezinan,ezinan,PROPN,PROPN,nmod,xxxx,True,False
585,),),PUNCT,PUNCT,punct,),False,False
586,",",",",PUNCT,PUNCT,punct,",",False,False
587,P.,P.,PROPN,PROPN,appos,X.,False,False
588,Delnero,Delnero,PROPN,PROPN,flat:name,Xxxxx,True,False
589,Delnero,Delnero,PROPN,PROPN,nmod,Xxxxx,True,False
590,(,(,PUNCT,PUNCT,punct,(,False,False
591,EJN,EJN,PROPN,PROPN,appos,XXX,True,False
592,",",",",PUNCT,PUNCT,punct,",",False,False
593,Kisˇ,Kisˇ,PROPN,PROPN,nmod,Xxxx,True,False
594,Hy,Hy,PROPN,PROPN,flat:name,Xx,True,False
595,.,.,PUNCT,PUNCT,punct,.,False,False
596,et,et,CCONJ,CCONJ,cc,xx,True,True
597,SˇA,sˇa,ADJ,ADJ,ROOT,XxX,True,False
598,),),PUNCT,PUNCT,punct,),False,False
599,et,et,CCONJ,CCONJ,cc,xx,True,True
600,C.,C.,PROPN,PROPN,conj,X.,False,False
601,Wilcke,Wilcke,PROPN,PROPN,flat:name,Xxxxx,True,False
602,(,(,PUNCT,PUNCT,punct,(,False,False
603,Lugalb,Lugalb,PROPN,PROPN,appos,Xxxxx,True,False
604,.,.,PUNCT,PUNCT,punct,.,False,False
605,I,i,NOUN,NOUN,ROOT,X,True,True
606,et,et,CCONJ,CCONJ,cc,xx,True,True
607,II,ii,ADJ,ADJ,conj,XX,True,False
608,),),PUNCT,PUNCT,punct,),False,False
609,.,.,PUNCT,PUNCT,punct,.,False,False
610,Noter,noter,VERB,VERB,nsubj,Xxxxx,True,False
611,a,avoir,AUX,AUX,aux:tense,x,True,True
612,ja,ja,DET,DET,det,xx,True,False
613,x,x,PRON,PRON,nsubj,x,True,False
614,=,=,VERB,VERB,dep,=,False,False
615,a,avoir,AUX,AUX,advmod,x,True,True
616,",",",",PUNCT,PUNCT,punct,",",False,False
617,asarx,asarx,ADV,ADV,advmod,xxxx,True,False
618,=,=,VERB,VERB,dep,=,False,False
619,A.,A.,PROPN,PROPN,obj,X.,False,False
620,Deimel,Deimel,PROPN,PROPN,ROOT,Xxxxx,True,False
621,",",",",PUNCT,PUNCT,punct,",",False,False
622,Liste,liste,NOUN,NOUN,dep,Xxxxx,True,False
623,der,der,X,X,dep,xxx,True,False
624,archaischen,archaischen,X,X,acl,xxxx,True,False
625,Keilschriftzeichen,Keilschriftzeichen,PROPN,PROPN,nmod,Xxxxx,True,False
626,(=,(=,PUNCT,PUNCT,punct,(=,False,False
627,WVDOG,WVDOG,PROPN,PROPN,ROOT,XXXX,True,False
628,40,40,NUM,NUM,nummod,dd,False,False
629,",",",",PUNCT,PUNCT,punct,",",False,False
630,1922,1922,NUM,NUM,nummod,dddd,False,False
631,),),PUNCT,PUNCT,punct,),False,False
632,  ,  ,SPACE,SPACE,dep,  ,False,False
633,212,212,NUM,NUM,nummod,ddd,False,False
634,/,sur,ADP,ADP,case,/,False,False
635,tu.gab.lisˇ,tu.gab.lisˇ,PROPN,PROPN,nmod,xx.xxx.xxxx,False,False
636,",",",",PUNCT,PUNCT,punct,",",False,False
637,b,b,ADP,ADP,nsubj,x,True,False
638,iri,iri,PROPN,PROPN,fixed,xxx,True,False
639,x,x,X,X,iobj,x,True,False
640,=,=,AUX,AUX,dep,=,False,False
641,bir,bir,VERB,VERB,advmod,xxx,True,False
642,",",",",PUNCT,PUNCT,punct,",",False,False
643,d,d,ADP,ADP,case,x,True,False
644,il,il,PRON,PRON,nsubj,xx,True,True
645,x,x,VERB,VERB,dep,x,True,False
646,=,=,VERB,VERB,fixed,=,False,False
647,dul3,dul3,PROPN,PROPN,obj,xxxd,False,False
648,",",",",PUNCT,PUNCT,punct,",",False,False
649,d,d,ADP,ADP,mark,x,True,False
650,il,il,PRON,PRON,expl:subj,xx,True,True
651,y,y,PRON,PRON,expl:comp,x,True,True
652,=,=,VERB,VERB,dep,=,False,False
653,sag,sag,ADV,ADV,advmod,xxx,True,False
654,",",",",PUNCT,PUNCT,punct,",",False,False
655,d,d,ADP,ADP,case,x,True,False
656,u,u,ADP,ADP,case,x,True,False
657,b,b,ADP,ADP,obl:mod,x,True,False
658,s,s,ADJ,ADJ,nmod,x,True,False
659,i,i,ADJ,ADJ,fixed,x,True,True
660,g,gramme,NOUN,NOUN,dep,x,True,False
661,x,x,PRON,PRON,fixed,x,True,False
662,=,=,PROPN,PROPN,fixed,=,False,False
663,il2,il2,ADJ,ADJ,obj,xxd,False,False
664,",",",",PUNCT,PUNCT,punct,",",False,False
665,egˆ,egˆ,VERB,VERB,acl,xxx,True,False
666,arx,arx,ADV,ADV,advmod,xxx,True,False
667,=,=,VERB,VERB,aux:pass,=,False,False
668,sig4,sig4,PROPN,PROPN,ccomp,xxxd,False,False
669,",",",",PUNCT,PUNCT,punct,",",False,False
670,g,gramme,NOUN,NOUN,conj,x,True,False
671,eg,eg,ADP,ADP,case,xx,True,False
672,x,x,PRON,PRON,fixed,x,True,False
673,=,=,VERB,VERB,fixed,=,False,False
674,gig,gig,ADJ,ADJ,amod,xxx,True,False
675,",",",",PUNCT,PUNCT,punct,",",False,False
676,gˆ,gˆ,DET,DET,det,xx,True,False
677,esˇgem,esˇgem,NOUN,NOUN,nsubj,xxxx,True,False
678,x,x,PRON,PRON,punct,x,True,False
679,=,=,VERB,VERB,dep,=,False,False
680,agrig,agrig,NOUN,NOUN,obj,xxxx,True,False
681,",",",",PUNCT,PUNCT,punct,",",False,False
682,gˆ,gˆ,DET,DET,det,xx,True,False
683,esˇnimbarx,esˇnimbar,NOUN,NOUN,nsubj,xxxx,True,False
684,=,=,VERB,VERB,ROOT,=,False,False
685,gˆ,gˆ,DET,DET,det,xx,True,False
686,isˇi,isˇi,NOUN,NOUN,obj,xxxx,True,False
687,m,m,ADP,ADP,acl,x,True,False
688,m,m,PRON,PRON,fixed,x,True,False
689,a,avoir,AUX,AUX,aux:tense,x,True,True
690,r,r,ADJ,ADJ,advcl,x,True,False
691,",",",",PUNCT,PUNCT,punct,",",False,False
692,gˆ,gˆ,DET,DET,det,xx,True,False
693,esˇn,esˇn,NOUN,NOUN,obj,xxxx,True,False
694,u,u,ADP,ADP,case,x,True,False
695,x,x,NOUN,NOUN,nmod,x,True,False
696,=,=,VERB,VERB,appos,=,False,False
697,na2,na2,ADJ,ADJ,advmod,xxd,False,False
698,",",",",PUNCT,PUNCT,punct,",",False,False
699,gˆ,gˆ,PRON,PRON,det,xx,True,False
700,ezzal,ezzal,VERB,VERB,ROOT,xxxx,True,False
701,x,x,PRON,PRON,mark,x,True,False
702,=,=,VERB,VERB,xcomp,=,False,False
703,gˆ,gˆ,DET,DET,det,xx,True,False
704,izzal,izzal,VERB,VERB,obj,xxxx,True,False
705,",",",",PUNCT,PUNCT,punct,",",False,False
706,äab2,äab2,PROPN,PROPN,dep,xxxd,False,False
707,=,=,AUX,AUX,aux:pass,=,False,False
708,gigir,gigir,VERB,VERB,xcomp,xxxx,True,False
709,",",",",PUNCT,PUNCT,punct,",",False,False
710,izim,izim,ADJ,ADJ,dep,xxxx,True,False
711,x,x,PRON,PRON,iobj,x,True,False
712,=,=,AUX,AUX,aux:tense,=,False,False
713,ezen,ezen,VERB,VERB,parataxis,xxxx,True,False
714,",",",",PUNCT,PUNCT,punct,",",False,False
715,kisˇebx,kisˇebx,PROPN,PROPN,parataxis,xxxx,True,False
716,=,=,X,X,cop,=,False,False
717,k,k,DET,DET,det,x,True,False
718,isˇib,isˇib,NOUN,NOUN,parataxis,xxxx,True,False
719,",",",",PUNCT,PUNCT,punct,",",False,False
720,kugˆ,kugˆ,NOUN,NOUN,nmod,xxxx,True,False
721,x,x,PRON,PRON,iobj,x,True,False
722,=,=,VERB,VERB,parataxis,=,False,False
723,kun,kun,NOUN,NOUN,obj,xxx,True,False
724,",",",",PUNCT,PUNCT,punct,",",False,False
725,mussa,musser,VERB,VERB,parataxis,xxxx,True,False
726,x,x,NOUN,NOUN,amod,x,True,False
727,=,=,VERB,VERB,amod,=,False,False
728,munus.usˇ,munus.usˇ,NOUN,NOUN,obl:mod,xxxx.xxx,False,False
729,",",",",PUNCT,PUNCT,punct,",",False,False
730,n,ne,DET,DET,nsubj,x,True,False
731,igˆ,igˆ,PRON,PRON,iobj,xxx,True,False
732,daba,daba,ADJ,ADJ,parataxis,xxxx,True,False
733,x,x,PRON,PRON,punct,x,True,False
734,=,=,AUX,AUX,nummod,=,False,False
735,pad.dinanna,pad.dinanner,VERB,VERB,flat:name,xxx.xxxx,False,False
736,",",",",PUNCT,PUNCT,punct,",",False,False
737,nugˆ,nugˆ,NOUN,NOUN,nsubj,xxxx,True,False
738,x,x,PRON,PRON,dep,x,True,False
739,=,=,VERB,VERB,advcl,=,False,False
740,nun,nun,NOUN,NOUN,obj,xxx,True,False
741,et,et,CCONJ,CCONJ,cc,xx,True,True
742,u,u,ADP,ADP,dep,x,True,False
743,ga,ga,ADJ,ADJ,fixed,xx,True,False
744,x,x,NOUN,NOUN,fixed,x,True,False
745,=,=,AUX,AUX,dep,=,False,False
746,naga,nager,VERB,VERB,conj,xxxx,True,False
747,.,.,PUNCT,PUNCT,punct,.,False,False
748,Zeitschr,Zeitschr,PROPN,PROPN,ROOT,Xxxxx,True,False
749,.,.,PUNCT,PUNCT,ROOT,.,False,False
750,f.,f.,NOUN,NOUN,ROOT,x.,False,False
751,Assyriologie,assyriologie,NOUN,NOUN,ROOT,Xxxxx,True,False
752,Bd,Bd,PROPN,PROPN,flat:name,Xx,True,False
753,.,.,PUNCT,PUNCT,punct,.,False,False
754,95,95,NUM,NUM,ROOT,dd,False,False
755,",",",",PUNCT,PUNCT,punct,",",False,False
756,S.,s.,NOUN,NOUN,conj,X.,False,False
757,46–64,46–64,ADJ,ADJ,amod,dd–dd,False,False
758,©,©,PROPN,PROPN,ROOT,©,False,False
759,Walter,Walter,PROPN,PROPN,flat:name,Xxxxx,True,False
760,de,de,ADP,ADP,case,xx,True,True
761,Gruyter,Gruyter,PROPN,PROPN,ROOT,Xxxxx,True,False
762,2005,2005,NUM,NUM,ROOT,dddd,False,False
763,ISSN,issn,NOUN,NOUN,ROOT,XXXX,True,False
764,0084,0084,NOUN,NOUN,nmod,dddd,False,False
765,-,-,NOUN,NOUN,punct,-,False,False
766,5299,5299,NUM,NUM,nummod,dddd,False,False
767,tablets,tablet,NOUN,NOUN,ROOT,xxxx,True,False
768,in,in,X,X,amod,xx,True,False
769,the,the,X,X,acl,xxx,True,False
770,collections,collecter,VERB,VERB,acl,xxxx,True,False
771,of,of,X,X,case,xx,True,False
772,the,the,X,X,obl:arg,xxx,True,False
773,Oriental,Oriental,PROPN,PROPN,obj,Xxxxx,True,False
774,Institute,Institute,PROPN,PROPN,flat:name,Xxxxx,True,False
775,",",",",PUNCT,PUNCT,punct,",",False,False
776,Univ,Univ,PROPN,PROPN,obl:mod,Xxxx,True,False
777,.,.,PUNCT,PUNCT,punct,.,False,False
778,of,of,ADP,ADP,dep,xx,True,False
779,Chicago,Chicago,PROPN,PROPN,nsubj:pass,Xxxxx,True,False
780,  ,  ,SPACE,SPACE,dep,  ,False,False
781,propos,propos,NOUN,NOUN,nmod,xxxx,True,False
782,de,de,ADP,ADP,case,xx,True,True
783,ak,ak,ADP,ADP,det,xx,True,False
784,«,«,NOUN,NOUN,nmod,«,False,False
785,faire,faire,VERB,VERB,amod,xxxx,True,False
786,»,»,PUNCT,PUNCT,dep,»,False,False
787,(,(,PUNCT,PUNCT,punct,(,False,False
788,I,i,NOUN,NOUN,appos,X,True,True
789,),),PUNCT,PUNCT,punct,),False,False
790,47,47,NUM,NUM,nummod,dd,False,False
791,pressions,pression,NOUN,NOUN,nsubj:pass,xxxx,True,False
792,ont,avoir,AUX,AUX,aux:tense,xxx,True,True
793,été,être,AUX,AUX,aux:pass,xxx,True,False
794,omises,omettre,VERB,VERB,ROOT,xxxx,True,False
795,;,;,PUNCT,PUNCT,punct,;,False,False
796,il,il,PRON,PRON,expl:subj,xx,True,True
797,s’,s’,X,X,advmod,x’,False,True
798,agit,agir,VERB,VERB,ROOT,xxxx,True,False
799,le,le,DET,DET,det,xx,True,True
800,plus,plus,ADV,ADV,advmod,xxxx,True,True
801,souvent,souvent,ADV,ADV,advmod,xxxx,True,True
802,d’,d’,ADV,ADV,dep,x’,False,True
803,hapax,hapax,PROPN,PROPN,obj,xxxx,True,False
804,d’,d’,ADV,ADV,advmod,x’,False,True
805,interprétation,interprétation,NOUN,NOUN,amod,xxxx,True,False
806,difficile,difficile,ADJ,ADJ,amod,xxxx,True,False
807,",",",",PUNCT,PUNCT,punct,",",False,False
808,mais,mais,CCONJ,CCONJ,cc,xxxx,True,True
809,pas,pas,ADV,ADV,advmod,xxx,True,True
810,toujours,toujours,ADV,ADV,advmod,xxxx,True,True
811,(,(,PUNCT,PUNCT,punct,(,False,False
812,manquent,manquer,ADV,ADV,conj,xxxx,True,False
813,par,par,ADP,ADP,case,xxx,True,True
814,ex,ex,PROPN,PROPN,obl:mod,xx,True,False
815,.,.,PUNCT,PUNCT,punct,.,False,False
816,(,(,PUNCT,PUNCT,punct,(,False,False
817,gˆesˇ)al,gˆesˇ)al,PROPN,PROPN,parataxis,xxxx)xx,False,False
818,ak,ak,VERB,VERB,fixed,xx,True,False
819,en,en,ADP,ADP,case,xx,True,True
820,contexte2,contexte2,PROPN,PROPN,nmod,xxxxd,False,False
821,",",",",PUNCT,PUNCT,punct,",",False,False
822,(,(,PUNCT,PUNCT,punct,(,False,False
823,gˆ,gˆ,PRON,PRON,det,xx,True,False
824,e,e,ADP,ADP,case,x,True,False
825,sˇ)gul,sˇ)gul,NOUN,NOUN,dep,xx)xxx,False,False
826,ak,ak,NOUN,NOUN,obj,xx,True,False
827,",",",",PUNCT,PUNCT,punct,",",False,False
828,äab2,äab2,NOUN,NOUN,obl:mod,xxxd,False,False
829,ak,ak,NOUN,NOUN,amod,xx,True,False
830,",",",",PUNCT,PUNCT,punct,",",False,False
831,äab2,äab2,NOUN,NOUN,dep,xxxd,False,False
832,/,/,SYM,SYM,cc,/,False,False
833,äa,äer,VERB,VERB,nmod,xx,True,False
834,bx,b,NOUN,NOUN,flat:name,xx,True,False
835,-,-,NOUN,NOUN,nmod,-,False,False
836,sˇe,sˇe,PROPN,PROPN,case,xxx,True,False
837,3,3,NUM,NUM,nummod,d,False,False
838,ak,ak,NOUN,NOUN,nmod,xx,True,False
839,",",",",PUNCT,PUNCT,punct,",",False,False
840,i,i,NOUN,NOUN,case,x,True,True
841,3(-gˆ,3(-gˆ,NUM,NUM,nummod,d(-xx,False,False
842,esˇ/nun,esˇ/nun,NOUN,NOUN,obl:mod,xxx/xxx,False,False
843,/,/,CCONJ,CCONJ,case,/,False,False
844,sˇaä,sˇaä,NOUN,NOUN,nmod,xxxx,True,False
845,a,avoir,AUX,AUX,dep,x,True,True
846,/,sur,ADP,ADP,advmod,/,False,False
847,udu,udu,PRON,PRON,obl:mod,xxx,True,False
848,",",",",PUNCT,PUNCT,punct,",",False,False
849,etc.,etc.,ADV,ADV,advmod,xxx.,False,False
850,),),PUNCT,PUNCT,punct,),False,False
851,ak,ak,NOUN,NOUN,advmod,xx,True,False
852,",",",",PUNCT,PUNCT,punct,",",False,False
853,ki,ki,PROPN,PROPN,conj,xx,True,False
854,field,field,X,X,det,xxxx,True,False
855,numbers,number,ADJ,ADJ,flat:name,xxxx,True,False
856,of,of,X,X,nummod,xx,True,False
857,tablets,tablet,NOUN,NOUN,dep,xxxx,True,False
858,excavated,excavated,PRON,PRON,cop,xxxx,True,False
859,at,at,X,X,dep,xx,True,False
860,Nimrud,Nimrud,PROPN,PROPN,obl:mod,Xxxxx,True,False
861,  ,  ,SPACE,SPACE,dep,  ,False,False
862,ak,ak,NOUN,NOUN,flat:name,xx,True,False
863,",",",",PUNCT,PUNCT,punct,",",False,False
864,sa(-)ra,sa(-)rer,VERB,VERB,dep,xx(-)xx,False,False
865,ak,ak,NOUN,NOUN,advmod,xx,True,False
866,",",",",PUNCT,PUNCT,punct,",",False,False
867,si,si,SCONJ,SCONJ,dep,xx,True,True
868,-,-,PROPN,PROPN,dep,-,False,False
869,im,im,PROPN,PROPN,obl:arg,xx,True,False
870,-,-,NOUN,NOUN,obl:mod,-,False,False
871,da,da,PRON,PRON,det,xx,True,True
872,ak,ak,NOUN,NOUN,obl:arg,xx,True,False
873,",",",",PUNCT,PUNCT,punct,",",False,False
874,sˇu,sˇu,DET,DET,det,xxx,True,False
875,ak,ak,NOUN,NOUN,dep,xx,True,False
876,",",",",PUNCT,PUNCT,punct,",",False,False
877,sˇu,sˇu,NOUN,NOUN,dep,xxx,True,False
878,-,-,NOUN,NOUN,nmod,-,False,False
879,bala,bala,NOUN,NOUN,nmod,xxxx,True,False
880,ak,ak,ADJ,ADJ,amod,xx,True,False
881,",",",",PUNCT,PUNCT,punct,",",False,False
882,sˇu,sˇu,NOUN,NOUN,dep,xxx,True,False
883,-,-,NOUN,NOUN,nmod,-,False,False
884,gibil,gibil,PROPN,PROPN,dep,xxxx,True,False
885,/,sur,ADP,ADP,case,/,False,False
886,gibil,gibil,NOUN,NOUN,nmod,xxxx,True,False
887,4ak,4ak,NOUN,NOUN,dep,dxx,False,False
888,et,et,CCONJ,CCONJ,cc,xx,True,True
889,tu,tu,ADP,ADP,case,xx,True,True
890,9-saga11,9-saga11,PROPN,PROPN,conj,d-xxxxdd,False,False
891,ak,ak,NOUN,NOUN,flat:name,xx,True,False
892,;,;,PUNCT,PUNCT,punct,;,False,False
893,pour,pour,ADP,ADP,case,xxxx,True,True
894,tous,tout,ADJ,ADJ,amod,xxxx,True,True
895,ces,ce,DET,DET,det,xxx,True,True
896,termes,terme,NOUN,NOUN,obl:mod,xxxx,True,False
897,",",",",PUNCT,PUNCT,punct,",",False,False
898,v.,v.,PRON,PRON,nsubj,x.,False,False
899,infra,infra,ADJ,ADJ,ROOT,xxxx,True,False
900,s.v,s.v,ADJ,ADJ,flat:name,x.x,False,False
901,.,.,PUNCT,PUNCT,punct,.,False,False
902,),),PUNCT,PUNCT,ROOT,),False,False
903,.,.,PUNCT,PUNCT,ROOT,.,False,False
904,D’,d’,ADV,ADV,advmod,X’,False,True
905,autre,autre,ADJ,ADJ,amod,xxxx,True,True
906,part,part,NOUN,NOUN,dep,xxxx,True,False
907,",",",",PUNCT,PUNCT,punct,",",False,False
908,les,le,DET,DET,det,xxx,True,True
909,expressions,expression,NOUN,NOUN,nsubj:pass,xxxx,True,False
910,attestées,attester,VERB,VERB,acl,xxxx,True,False
911,seulement,seulement,ADV,ADV,advmod,xxxx,True,True
912,dans,dans,ADP,ADP,case,xxxx,True,True
913,les,le,DET,DET,det,xxx,True,True
914,textes,texte,NOUN,NOUN,nmod,xxxx,True,False
915,lexicaux,lexical,ADJ,ADJ,amod,xxxx,True,False
916,ne,ne,ADV,ADV,advmod,xx,True,True
917,sont,être,AUX,AUX,aux:pass,xxxx,True,True
918,qu’,qu’,ADV,ADV,nsubj:pass,xx’,False,True
919,exceptionnellement,exceptionnellement,ADV,ADV,advmod,xxxx,True,False
920,enregistrées,enregistrer,VERB,VERB,ROOT,xxxx,True,False
921,dans,dans,ADP,ADP,case,xxxx,True,True
922,la,le,DET,DET,det,xx,True,True
923,liste,liste,NOUN,NOUN,obl:arg,xxxx,True,False
924,principale,principal,ADJ,ADJ,amod,xxxx,True,False
925,principale,principal,ADJ,ADJ,amod,xxxx,True,False
926,(,(,PUNCT,PUNCT,punct,(,False,False
927,type,type,NOUN,NOUN,appos,xxxx,True,False
928,«,«,NUM,NUM,nmod,«,False,False
929,8.205,8.205,ADV,ADV,amod,d.ddd,False,False
930,ti,ti,ADV,ADV,advmod,xx,True,False
931,-,-,NOUN,NOUN,obl:arg,-,False,False
932,ti,ti,CCONJ,CCONJ,nmod,xx,True,False
933,–,–,NOUN,NOUN,nmod,–,False,False
934,ak,ak,NOUN,NOUN,nmod,xx,True,False
935,:,:,PUNCT,PUNCT,punct,:,False,False
936,see,see,PROPN,PROPN,nsubj,xxx,True,False
937,lexical,lexical,NOUN,NOUN,advcl,xxxx,True,False
938,reference(s,reference(s,PROPN,PROPN,nmod,xxxx(x,False,False
939,),),PUNCT,PUNCT,punct,),False,False
940,  ,  ,SPACE,SPACE,dep,  ,False,False
941,207,207,NUM,NUM,nmod,ddd,False,False
942,.,.,PUNCT,PUNCT,punct,.,False,False
943,»,»,PUNCT,PUNCT,punct,»,False,False
944,[,[,PUNCT,PUNCT,punct,[,False,False
945,p.,p.,NOUN,NOUN,nmod,x.,False,False
946,106,106,NUM,NUM,nummod,ddd,False,False
947,],],PUNCT,PUNCT,punct,],False,False
948,),),PUNCT,PUNCT,punct,),False,False
949,",",",",PUNCT,PUNCT,punct,",",False,False
950,et,et,CCONJ,CCONJ,cc,xx,True,True
951,par,par,ADP,ADP,case,xxx,True,True
952,là,là,ADV,ADV,advmod,xx,True,True
953,-,-,NOUN,NOUN,dep,-,False,False
954,même,même,ADV,ADV,advmod,xxxx,True,True
955,pratiquement,pratiquement,NOUN,NOUN,ROOT,xxxx,True,False
956,introuvables,introuvable,ADJ,ADJ,amod,xxxx,True,False
957,sans,sans,ADP,ADP,case,xxxx,True,True
958,recherche,recherche,NOUN,NOUN,obl:mod,xxxx,True,False
959,ardue,ardu,ADJ,ADJ,amod,xxxx,True,False
960,(,(,PUNCT,PUNCT,punct,(,False,False
961,j’,j’,PROPN,PROPN,nsubj,x’,False,True
962,en,en,PRON,PRON,fixed,xx,True,True
963,ai,avoir,AUX,AUX,aux:tense,xx,True,True
964,dénombré,dénombrer,ADV,ADV,parataxis,xxxx,True,False
965,environ,environ,ADV,ADV,advmod,xxxx,True,True
966,environ,environ,ADV,ADV,advmod,xxxx,True,True
967,160,160,NUM,NUM,obj,ddd,False,False
968,),),PUNCT,PUNCT,punct,),False,False
969,.,.,PUNCT,PUNCT,punct,.,False,False
970,En,en,ADP,ADP,case,Xx,True,True
971,bref,bref,ADV,ADV,obl:mod,xxxx,True,False
